Gene 1,Gene 2
4841,79659
4841,6688
4841,54790
4841,7155
4841,58472
4841,7150
4841,7412
4841,7414
4841,50514
4841,23524
4841,8379
4841,3178
4841,5898
4841,11338
4841,9021
4841,2017
4841,3280
4841,6118
4841,6119
4841,7088
4841,6117
4841,149041
4841,83987
4841,28952
4841,6628
4841,155061
4841,6199
4841,1512
4841,9343
4841,5111
4841,3308
4841,29888
4841,3630
4841,130617
4841,6626
4841,4691
4841,84246
4841,219541
4841,2130
4841,4000
4841,950
4841,7329
4841,5725
4841,322
4841,56916
4841,1499
4841,55660
4841,10075
4841,54469
4841,8553
4841,10111
4841,11315
4841,126961
4841,4790
4841,5971
4841,5832
4841,2335
4841,4914
4841,1476
4841,3192
4841,9513
4841,200205
4841,23020
4841,10940
4841,1478
4841,8850
4841,22927
4842,146779
4842,9478
4842,2960
4842,1785
4842,2986
4842,3320
4842,55697
4842,51475
4842,5213
4842,23369
4842,3710
4842,5587
4842,5584
4842,7125
4842,3553
4842,5583
4842,5580
4842,5581
4842,130106
4842,6640
4842,1070
4842,3558
4842,124989
4842,8654
4842,9061
4842,9060
4842,162494
4842,3752
4842,30820
4842,5142
4842,57120
4842,7040
4842,5468
4842,6714
4842,8623
4842,8536
4842,51440
4842,1069
4842,1068
4842,7447
4842,3565
4842,3241
4842,51167
4842,5742
4842,3708
4842,619373
4842,10590
4842,5743
4842,63928
4842,25819
4842,51070
4842,4636
4842,2903
4842,2902
4842,3569
4842,2906
4842,2905
4842,596
4842,4893
4842,2908
4842,58498
4842,1487
4842,3308
4842,7134
4842,7137
4842,653781
4842,84288
4842,5568
4842,3383
4842,6261
4842,2983
4842,2982
4842,5566
4842,5567
4842,653269
4842,2984
4842,435
4842,5009
4842,7389
4842,4217
4842,9722
4842,1742
4842,3586
4842,3953
4842,3952
4842,84455
4842,383
4842,6670
4842,1666
4842,7593
4842,5582
4842,7629
4842,5777
4842,4353
4842,847
4842,7702
4842,5579
4842,5578
4842,5576
4842,5575
4842,5573
4842,2978
4842,445
4842,1535
4842,2979
4842,56344
4842,384
4842,4951
4842,6649
4842,3791
4842,387
4842,4633
4842,4632
4842,4637
4842,5588
4842,4635
4842,4634
4842,1906
4842,3162
4842,80333
4842,163688
4842,6853
4842,1636
4842,2056
4842,7157
4842,8655
4842,374955
4842,254887
4842,183
4842,150209
4842,10627
4842,29895
4842,112812
4842,79645
4842,654231
4842,8772
4842,2628
4842,6262
4842,3630
4842,3725
4842,9626
4842,6403
4842,6401
4842,1432
4842,5957
4842,348
4842,3208
4842,5577
4842,28954
4842,2353
4842,6364
4842,1740
4842,83988
4842,5816
4842,5798
4842,10273
4842,57019
4842,91860
4842,551
4842,57010
4842,30819
4842,30818
4842,9228
4842,836
4842,5350
4842,2904
4842,3303
4842,93408
4842,51655
4842,445582
4842,1759
4842,1756
4842,4843
4842,775
4842,117286
4842,776
4842,207
4842,4318
4842,10269
4842,2643
4842,6668
4842,5530
4842,728378
4842,5533
4842,5532
4842,3357
4842,5535
4842,5534
4842,164633
4842,4790
4842,2977
4842,6263
4842,6667
4842,2332
4842,4151
4842,2230
4842,8912
4842,80308
4842,801
4842,805
4843,9368
4843,10294
4843,6125
4843,9861
4843,10213
4843,7127
4843,3329
4843,6129
4843,10694
4843,200933
4843,4904
4843,3856
4843,4869
4843,2010
4843,3837
4843,10728
4843,8140
4843,5518
4843,7534
4843,10963
4843,6714
4843,3320
4843,51377
4843,4831
4843,7520
4843,10808
4843,5695
4843,7532
4843,292
4843,708
4843,3326
4843,10551
4843,9093
4843,3308
4843,3309
4843,3306
4843,5495
4843,81
4843,3301
4843,10971
4843,5250
4843,3383
4843,5093
4843,5094
4843,80201
4843,5688
4843,5685
4843,5684
4843,5687
4843,5686
4843,7531
4843,1654
4843,5682
4843,3959
4843,445
4843,444
4843,10423
4843,3313
4843,3315
4843,84727
4843,908
4843,6500
4843,5879
4843,488
4843,9532
4843,60
4843,23405
4843,2194
4843,2195
4843,6606
4843,3310
4843,5339
4843,6160
4843,10856
4843,5708
4843,5709
4843,5704
4843,5705
4843,5706
4843,7266
4843,5700
4843,5701
4843,5702
4843,84617
4843,54814
4843,7415
4843,3875
4843,3178
4843,6950
4843,221
4843,3887
4843,1677
4843,5955
4843,5954
4843,5719
4843,80176
4843,5717
4843,92609
4843,5714
4843,5713
4843,5710
4843,6191
4843,10273
4843,57016
4843,9349
4843,1207
4843,5880
4843,6628
4843,6742
4843,6748
4843,11171
4843,92369
4843,7203
4843,5725
4843,6222
4843,3185
4843,55352
4843,8065
4843,10075
4843,143
4843,11047
4843,5537
4843,6737
4843,22948
4843,6634
4843,5830
4843,6520
4843,5683
4843,801
4843,6035
57125,23551
57125,25960
57125,57124
57125,4899
57125,3843
57125,829
57125,84168
57125,10423
57125,9828
57125,3927
3910,7283
3910,2597
3910,9094
3910,55183
3910,4208
3910,10383
3910,6383
3910,5764
3910,4162
3910,7157
3910,324
3910,4250
3910,57142
3910,29117
3910,587
3910,3958
3910,55729
3910,3690
3910,197131
3910,5327
3910,29992
3910,5340
3910,55791
3910,1915
3910,6613
3910,960
3910,7253
3910,27290
3910,10980
3910,6504
3910,5796
3910,3964
3910,3965
3910,404552
3910,25937
80896,217
80896,388588
80896,10296
80896,9361
80896,3416
80896,23596
80896,23089
80896,2525
80896,7301
80896,51172
80896,4988
80896,8653
80896,23475
80896,1311
80896,246777
80896,8021
80896,6097
80896,6014
80896,6016
80896,2495
80896,6563
80896,3033
80896,2069
80896,4486
80896,387082
80896,25816
80896,4975
80896,2796
80896,10261
80896,5155
80896,9652
80896,27033
80896,22858
80896,10606
80896,10020
80896,28954
80896,79896
80896,50863
80896,55556
80896,1666
80896,27429
80896,55093
80896,4352
80896,4353
80896,80218
80896,32
80896,31
80896,7376
80896,5979
80896,5973
80896,4953
80896,54820
80896,6833
80896,8050
80896,159963
80896,60482
80896,2618
80896,6531
80896,160728
80896,7915
80896,11019
80896,2057
80896,4942
80896,7155
80896,2119
80896,26136
80896,6045
80896,10403
80896,5898
80896,6528
80896,224
80896,223
80896,222
80896,220
80896,10840
80896,10090
80896,4170
80896,5187
80896,5956
80896,1999
80896,54964
80896,2026
80896,2027
80896,5792
80896,2023
80896,6690
80896,8139
80896,740
80896,29969
80896,8178
80896,554
80896,79651
80896,348654
80896,126917
80896,6898
80896,150921
80896,4923
80896,4922
80896,4693
80896,160428
80896,47
80896,56998
80896,151516
80896,22891
80896,9427
80896,4311
80896,54187
80896,51380
80896,57026
80896,4256
80896,51199
80896,8794
80896,5198
80896,84844
80896,4154
80896,1476
80896,25830
80896,351
80896,8726
80896,8854
57690,1911
57690,128312
57690,7514
57690,55766
57690,80336
57690,23112
57690,56252
57690,192669
57690,221092
57690,93100
57690,8535
57690,255967
57690,192670
57690,8970
57690,1387
57690,595
57690,94239
57690,5600
57690,6667
57690,246175
57690,1019
57690,7867
57690,8452
57690,7029
57690,3018
57690,1432
57690,140886
57690,3013
57690,3014
57690,3015
57690,648
57690,4957
57690,474382
57690,9125
57690,8348
57690,1870
57690,1871
57690,8342
57690,8341
57690,8340
57690,4343
57690,8345
57690,23466
57690,1981
57690,7157
57690,26986
57690,25904
57690,116840
57690,6045
57690,27161
57690,1030
57690,1031
57690,2114
57690,9337
57690,23135
57690,1869
57690,2113
57690,1021
57690,85236
57690,1029
57690,1671
57690,29883
57690,255626
57690,5728
57690,4849
57690,54464
57690,5042
57690,51701
57690,132430
57690,8761
57690,474
57690,4854
57690,4851
80895,64781
80895,3717
80895,5170
80895,3611
80895,3718
80895,660
80895,6725
80895,3654
80895,3656
80895,23617
80895,25
80895,2321
80895,7301
80895,4145
80895,3791
80895,653269
80895,51776
80895,3716
80895,5062
80895,3480
80895,5753
80895,83942
80895,5754
80895,6714
80895,55611
80895,164832
80895,7525
80895,9578
80895,2064
80895,2065
80895,2066
80895,5159
80895,5609
80895,6850
80895,2324
80895,5157
80895,5156
80895,9146
80895,445582
80895,653781
80895,11035
80895,53834
80895,22853
80895,2268
80895,81629
80895,7535
80895,2263
80895,23178
80895,2261
80895,2264
80895,2444
80895,3815
80895,84451
80895,2932
80895,2931
80895,283629
80895,5585
80895,197259
80895,10420
80895,10221
80895,1436
80895,2047
80895,2044
80895,2042
80895,2043
80895,2041
80895,2049
80895,640
80895,5979
80895,167359
80895,9833
80895,415116
80895,10595
80895,84893
80895,56683
80895,9128
80895,9129
80895,11040
80895,7016
80895,4342
80895,7010
80895,2051
80895,2050
80895,4067
80895,11017
80895,51135
80895,2046
80895,284656
80895,6095
80895,9625
80895,7006
80895,1025
80895,57761
80895,28951
80895,6195
80895,83983
80895,558
80895,4089
80895,5292
80895,2048
80895,30811
80895,1969
80895,7075
80895,285220
80895,728378
80895,54101
80895,2322
80895,3985
80895,3702
80895,3055
80895,10461
80895,4919
80895,2081
80895,8767
80895,1956
80895,91461
5201,55183
5201,57562
5201,10693
5201,10694
5201,85302
5201,57731
5201,9128
5201,28964
5201,8220
5201,5515
5201,56886
5201,58
5201,3035
5201,2146
5201,51763
5201,80324
5201,55020
5201,5162
5201,25886
5201,5764
5201,9659
5201,4659
5201,8320
5201,7247
5201,3476
5201,49856
5201,22993
5201,26098
5201,80755
5201,1852
5201,5567
5201,64175
5201,81027
5201,282809
5201,4215
5201,9729
5201,6176
5201,9641
5201,9310
5201,79953
5201,10989
5201,7277
5201,6502
5201,908
5201,79960
5201,3092
5201,8816
5201,5598
5201,54888
5201,7025
5201,345651
5201,23654
5201,60528
5201,60
5201,53632
5201,55791
5201,10383
5201,10382
5201,8945
5201,646817
5201,1639
5201,7411
5201,55159
5201,84617
5201,25865
5201,10403
5201,6612
5201,728358
5201,6950
5201,7846
5201,10247
5201,114928
5201,10921
5201,8663
5201,114800
5201,27131
5201,5631
5201,5216
5201,10471
5201,2132
5201,3234
5201,7203
5201,54878
5201,5720
5201,1113
5201,25929
5201,55845
5201,84790
5201,55605
5201,439
5201,5203
5201,5202
5201,5204
5201,81552
5201,22948
5201,23588
5201,6468
5201,2783
5201,1974
5201,8089
5201,2237
5201,80010
391365,51035
5203,10693
5203,10694
5203,25
5203,474343
5203,23291
5203,8435
5203,10289
5203,9825
5203,27079
5203,27077
5203,64374
5203,2316
5203,5598
5203,6652
5203,11104
5203,7314
5203,80324
5203,1385
5203,26009
5203,56181
5203,8607
5203,25886
5203,7871
5203,5496
5203,2783
5203,1852
5203,54939
5203,81027
5203,2668
5203,282809
5203,4215
5203,112714
5203,349136
5203,84231
5203,54542
5203,7277
5203,1643
5203,908
5203,26228
5203,2673
5203,5202
5203,8725
5203,9128
5203,11099
5203,10300
5203,60
5203,10383
5203,10382
5203,10856
5203,8945
5203,5434
5203,3692
5203,5901
5203,84617
5203,81572
5203,6950
5203,7846
5203,6491
5203,1161
5203,10009
5203,8409
5203,9184
5203,10471
5203,8816
5203,7203
5203,54971
5203,169981
5203,79784
5203,84790
5203,54468
5203,7411
5203,23219
5203,11044
5203,5204
5203,22948
5203,121441
5203,64083
5202,2963
5202,3925
5202,55718
5202,9701
5202,5506
5202,10693
5202,60681
5202,10694
5202,5501
5202,253980
5202,29978
5202,23607
5202,10289
5202,25853
5202,9919
5202,5516
5202,2070
5202,2316
5202,5598
5202,7871
5202,8607
5202,25885
5202,25886
5202,51514
5202,9493
5202,3476
5202,49856
5202,5564
5202,1852
5202,54938
5202,8394
5202,81027
5202,282809
5202,4215
5202,112714
5202,5499
5202,382
5202,8454
5202,5128
5202,9641
5202,285193
5202,7277
5202,1643
5202,1994
5202,6502
5202,908
5202,6500
5202,9410
5202,26228
5202,3094
5202,5875
5202,8725
5202,7428
5202,6830
5202,345651
5202,10300
5202,60
5202,10383
5202,10382
5202,7341
5202,10856
5202,8945
5202,5434
5202,3315
5202,3692
5202,7411
5202,55159
5202,84617
5202,81572
5202,6950
5202,7846
5202,6118
5202,4171
5202,6059
5202,9657
5202,7283
5202,54984
5202,5110
5202,1207
5202,79657
5202,5216
5202,8409
5202,10471
5202,6622
5202,4163
5202,2130
5202,7203
5202,84790
5202,55605
5202,11044
5202,5204
5202,22948
5202,23588
5202,121441
5202,166378
5202,51258
5202,8994
5202,8764
5202,26094
5205,8431
5205,55213
5205,161291
5205,9971
5205,5244
5205,1102
5205,6047
5205,6718
5205,2678
5205,7975
5205,8647
5205,55754
5205,80270
5205,8139
5204,5170
5204,10693
5204,10694
5204,7846
5204,10815
5204,25942
5204,23291
5204,10527
5204,10197
5204,6150
5204,6154
5204,6155
5204,9701
5204,1958
5204,5516
5204,60
5204,51372
5204,93436
5204,2316
5204,5598
5204,80324
5204,6117
5204,6453
5204,6144
5204,10430
5204,9141
5204,4659
5204,2783
5204,80755
5204,1852
5204,6667
5204,26259
5204,57510
5204,81027
5204,7531
5204,282809
5204,4215
5204,8517
5204,112714
5204,10130
5204,54543
5204,8453
5204,9641
5204,6170
5204,7277
5204,1643
5204,6502
5204,7278
5204,5573
5204,8816
5204,2673
5204,5530
5204,3094
5204,7428
5204,54888
5204,9128
5204,64223
5204,10383
5204,10382
5204,6160
5204,11224
5204,8945
5204,27246
5204,5704
5204,6204
5204,7411
5204,84617
5204,2113
5204,9978
5204,2817
5204,10155
5204,60491
5204,1350
5204,22806
5204,6950
5204,10241
5204,3376
5204,5714
5204,25886
5204,6194
5204,2353
5204,27089
5204,908
5204,26519
5204,5528
5204,10471
5204,58490
5204,4697
5204,7203
5204,1615
5204,51650
5204,6229
5204,51388
5204,84790
5204,125061
5204,6633
5204,22948
5204,6637
5204,23588
5204,6468
5204,166378
5204,6133
5204,6135
5204,64083
5207,217
5207,2597
5207,57469
5207,5528
5207,5214
5207,80201
5207,5213
5207,5210
5207,5211
5207,126917
5207,212
5207,5563
5207,7915
5207,2203
5207,5568
5207,160428
5207,5566
5207,5564
5207,47
5207,5232
5207,5567
5207,3101
5207,5562
5207,222
5207,4351
5207,57103
5207,31
5207,220
5207,207
5207,26330
5207,2023
5207,53632
5207,2645
5207,5519
5207,5518
5207,5209
5207,5208
5207,5516
5207,224
5207,223
5207,3174
5207,5105
5207,10840
5207,5578
5207,32
5207,5515
5207,8789
5207,5571
5207,51422
5207,5230
5207,2026
5207,2027
5207,351
5207,7372
5207,3098
5207,3099
5207,2618
5207,8854
353116,5256
353116,5257
353116,5255
353116,324
353116,4343
5209,217
5209,2597
5209,57469
5209,2618
5209,23481
5209,126917
5209,5214
5209,5213
5209,5210
5209,5211
5209,7915
5209,5562
5209,8353
5209,160428
5209,5564
5209,47
5209,5232
5209,6513
5209,3101
5209,80201
5209,5563
5209,405
5209,522
5209,57103
5209,84303
5209,409
5209,408
5209,8789
5209,4351
5209,207
5209,3091
5209,9278
5209,2203
5209,2023
5209,142689
5209,2645
5209,5315
5209,4116
5209,23277
5209,1956
5209,8453
5209,10463
5209,53632
5209,5208
5209,224
5209,223
5209,222
5209,220
5209,10840
5209,3099
5209,1994
5209,5578
5209,26330
5209,32
5209,31
5209,5571
5209,51422
5209,5230
5209,2026
5209,2027
5209,3630
5209,7372
5209,3098
5209,5566
5209,8854
5208,217
5208,64783
5208,8789
5208,5562
5208,79869
5208,222584
5208,84303
5208,9278
5208,5144
5208,7316
5208,7529
5208,57469
5208,10971
5208,84324
5208,5564
5208,5566
5208,80201
5208,5563
5208,7534
5208,7531
5208,7533
5208,7532
5208,2023
5208,9318
5208,53632
5208,8353
5208,4351
5208,5578
5208,32
5208,31
5208,5571
5208,51422
5208,27315
5208,3098
5208,3099
5208,2597
5208,2618
5208,51538
5208,9877
5208,7915
5208,2203
5208,5230
5208,5232
5208,26330
5208,57103
5208,23524
5208,29780
5208,224
5208,223
5208,222
5208,220
5208,10840
5208,2026
5208,2027
5208,7372
5208,84271
5208,10000
5208,5214
5208,5213
5208,5210
5208,5211
5208,126917
5208,160428
5208,47
5208,3101
5208,5871
5208,55177
5208,81704
5208,207
5208,208
5208,2645
5208,6737
5208,8854
54583,64344
54583,5337
54583,23770
54583,3630
54583,3320
54583,8994
54583,3326
54583,150472
54583,4108
54583,6921
54583,6714
54583,2822
54583,5430
54583,6557
54583,5582
54583,1636
54583,2056
54583,26190
54583,5315
54583,405
54583,2034
54583,3977
54583,185
54583,4967
54583,1401
54583,10956
54583,2288
54583,2289
54583,10073
54583,10728
54583,23528
54583,64428
54583,112483
54583,4110
54583,8350
54583,9669
54583,7272
54583,442247
54583,54681
54583,353322
54583,5578
54583,26269
54583,64838
54583,84684
54583,5338
54583,130497
54583,284
54583,3091
54583,3845
54583,5798
54583,219541
54583,2355
54583,54903
54583,7428
57693,64782
57693,79654
57693,54665
57693,125115
57693,7341
57693,445582
57693,653781
57693,5940
57693,10155
57693,653269
57693,9277
57693,55216
57693,728378
57693,54101
57693,55168
57693,6137
57693,5936
57693,56342
57693,6154
54585,11190
54585,2847
54585,55269
54585,23481
54585,9184
54585,6386
54585,7855
54585,6608
54585,27241
54585,123016
54585,79041
54585,585
54585,582
54585,583
54585,55212
54585,55093
54585,92482
54585,56904
54585,285590
54585,27079
54585,9475
54585,1994
54585,84100
54585,51091
54585,642
54585,129880
54584,2928
54584,64419
54584,126248
54584,9242
54584,54881
54584,114987
54584,6943
54584,2793
54584,6899
54584,80335
54584,2783
54584,7203
54584,54972
54584,7004
54584,5902
54584,1399
54584,1398
54584,8829
54584,151516
54584,3762
54584,991
54584,2812
54584,10330
54584,55884
54584,5048
54584,9626
54584,137814
54584,2947
54584,5954
54584,27285
54584,27037
54584,5876
54584,55759
54584,29801
54584,10634
54587,57124
54587,65125
638,578
638,597
638,596
638,572
638,3558
638,148327
638,51024
638,7157
638,79680
638,10488
638,8800
638,1759
638,89885
638,162494
638,1399
638,10059
638,637
638,7026
638,598
638,4170
638,10010
638,9021
638,5366
638,1457
638,351
638,1459
11023,58499
11023,55252
128408,6929
440138,29880
440138,135250
440138,146712
440138,79796
440138,56052
440138,283209
440138,2618
440138,132
440138,200810
440138,6609
440138,55798
440138,2821
440138,10020
440138,79828
440138,5238
440138,7327
440138,79865
440138,47
440138,5236
440138,85365
440138,55559
440138,55276
440138,53947
440138,5373
440138,7358
440138,2632
440138,10195
440138,92370
440138,2992
440138,10098
440138,8893
440138,155006
440138,91869
440138,8813
440138,5817
440138,821
440138,8833
440138,64080
400916,6566
400916,708
400916,573
400916,1345
400916,10730
400916,55147
400916,56910
400916,55692
400916,64062
400916,80829
400916,57198
400916,84833
400916,7916
400916,140890
400916,26073
400916,6576
400916,4702
400916,1891
400916,4698
400916,5018
400916,1659
400916,26130
400916,509
400916,51042
400916,149986
400916,80303
400916,23215
400916,55274
400916,94081
400916,1337
400916,54796
400916,9377
400916,6150
400916,81570
400916,11124
400916,92609
400916,28958
400916,11338
400916,1347
400916,55907
400916,10469
400916,30968
400916,80036
400916,246243
400916,10989
400916,10845
400916,51621
400916,84922
400916,1727
400916,56922
400916,58509
400916,23788
400916,131474
400916,163033
400916,51218
400916,26097
400916,54439
400916,117531
400916,515
400916,293
400916,539
152992,586
152992,7059
152992,8399
152992,5564
152992,8974
152992,3120
152992,7253
152992,8631
152992,79616
152992,84168
152992,25818
152992,2158
51074,217
51074,2597
51074,3615
51074,116540
51074,57469
51074,147409
51074,6386
51074,126917
51074,9039
51074,7915
51074,5501
51074,9942
51074,84245
51074,160428
51074,7597
51074,57595
51074,26330
51074,81628
51074,7431
51074,5682
51074,54820
51074,30000
51074,58478
51074,60491
51074,55277
51074,55093
51074,224
51074,223
51074,222
51074,220
51074,10840
51074,22868
51074,1994
51074,391123
51074,6500
51074,79873
51074,254773
51074,84708
51074,84313
51074,8854
90187,220001
90187,3821
90187,1446
90187,27248
90187,8878
90187,51435
90187,4319
90187,346689
90187,64174
90187,23178
90187,5329
79594,55559
79594,84749
79594,23770
79594,1261
79594,7332
79594,9246
79594,3416
79594,6890
79594,27429
79594,148581
79594,286480
79594,7324
79594,7325
79594,7327
79594,10059
79594,7322
79594,7323
79594,7157
79594,7329
79594,10488
79594,51752
79594,51619
79594,7416
79594,7417
79594,51651
79594,7419
79594,55737
79594,114088
79594,2649
79594,54708
79594,207
79594,26953
79594,29953
79594,9868
79594,132141
79594,28969
79594,11337
79594,9701
79594,7321
79594,8408
79594,7316
79594,55284
79594,93436
79594,55288
79594,9804
79594,7311
79594,7341
79594,9559
79594,6885
79594,55630
79594,57506
79594,7314
79594,23158
5967,5968
5967,6690
5967,1208
5967,51267
5967,5068
5967,64326
5967,11330
5967,351
5967,9317
5967,5646
5967,91056
5967,54478
639,54496
639,6310
639,4261
639,6839
639,22806
639,64641
639,10419
639,660
639,3320
639,27033
639,3309
639,3329
639,166
639,2969
639,1879
639,4282
639,8940
639,2206
639,7157
639,57593
639,3558
639,6688
639,6689
639,652
639,9787
639,6657
639,6382
639,359787
639,3600
639,3586
639,9354
639,23495
639,2629
639,30009
639,8554
639,6714
639,3313
639,333932
639,3567
639,338917
639,64321
639,1994
639,7089
639,7088
639,3569
639,91662
639,1809
639,23028
639,3399
639,643
639,253738
639,29843
639,2353
639,3659
11190,388344
11190,1781
11190,3039
11190,6125
11190,6124
11190,2091
11190,3326
11190,6122
11190,79441
11190,6129
11190,6128
11190,6222
11190,85302
11190,79867
11190,79866
11190,8471
11190,146057
11190,1778
11190,2155
11190,152185
11190,63931
11190,27161
11190,8496
11190,9129
11190,3187
11190,9685
11190,4867
11190,57631
11190,163786
11190,29911
11190,10521
11190,8637
11190,8636
11190,65993
11190,54806
11190,10051
11190,261734
11190,81887
11190,9820
11190,6156
11190,6144
11190,27077
11190,9702
11190,6228
11190,5954
11190,1069
11190,3320
11190,4736
11190,4735
11190,7314
11190,9349
11190,10592
11190,154796
11190,27175
11190,8971
11190,10806
11190,93323
11190,1660
11190,115106
11190,983
11190,84445
11190,10733
11190,6143
11190,728642
11190,6141
11190,10128
11190,6147
11190,9657
11190,22919
11190,9857
11190,3306
11190,9859
11190,10121
11190,10432
11190,3303
11190,84131
11190,6194
11190,22994
11190,9919
11190,5566
11190,5094
11190,83987
11190,8655
11190,50809
11190,9782
11190,27229
11190,55037
11190,7531
11190,7533
11190,7532
11190,55559
11190,55257
11190,118460
11190,9590
11190,10131
11190,55728
11190,55729
11190,80184
11190,1453
11190,9662
11190,4218
11190,27132
11190,7277
11190,10540
11190,3311
11190,3313
11190,3312
11190,10426
11190,1665
11190,22981
11190,7408
11190,10807
11190,84962
11190,51428
11190,1642
11190,64599
11190,51187
11190,79959
11190,200186
11190,5573
11190,9793
11190,6223
11190,79598
11190,5318
11190,4676
11190,4957
11190,79050
11190,1655
11190,6830
11190,23322
11190,60488
11190,9128
11190,63967
11190,117583
11190,2925
11190,57568
11190,29
11190,60
11190,9328
11190,10383
11190,10382
11190,10381
11190,54930
11190,2802
11190,6160
11190,11224
11190,4343
11190,3161
11190,6204
11190,6175
11190,83481
11190,23235
11190,26986
11190,10928
11190,348995
11190,80776
11190,6205
11190,6206
11190,6207
11190,27327
11190,6202
11190,51134
11190,5955
11190,374378
11190,58512
11190,6208
11190,57062
11190,347240
11190,54820
11190,23332
11190,53615
11190,10155
11190,55231
11190,9500
11190,6203
11190,8607
11190,139285
11190,5108
11190,9861
11190,7846
11190,1915
11190,7840
11190,10014
11190,4839
11190,4176
11190,5347
11190,10844
11190,11258
11190,6142
11190,10142
11190,4670
11190,9510
11190,55142
11190,1454
11190,5577
11190,55755
11190,6191
11190,2023
11190,3959
11190,4751
11190,6130
11190,2512
11190,10236
11190,7283
11190,23521
11190,53371
11190,5116
11190,8365
11190,57545
11190,54477
11190,3309
11190,5886
11190,9181
11190,441502
11190,23636
11190,5644
11190,9188
11190,9330
11190,83648
11190,3305
11190,389435
11190,644907
11190,8776
11190,22954
11190,55704
11190,3185
11190,26058
11190,324
11190,3183
11190,10482
11190,5928
11190,22897
11190,3043
11190,10075
11190,84790
11190,10971
11190,54467
11190,27339
11190,23354
11190,51199
11190,23352
11190,83548
11190,8554
11190,5048
11190,114791
11190,23196
11190,6634
11190,9045
11190,80254
11190,121441
11190,6138
11190,6428
11190,56945
11190,5518
11190,6132
11190,7586
11190,51259
11190,6136
11190,6137
11190,6135
11190,8481
11190,8766
11190,3192
11190,351
11190,7841
11190,8850
11190,28973
11190,54903
11190,6155
11193,199746
11193,2962
11193,10291
11193,1785
11193,84991
11193,55696
11193,11051
11193,11052
11193,11338
11193,22938
11193,10898
11193,2521
11193,7307
11193,83443
11193,79869
11193,4904
11193,4670
11193,7756
11193,55269
11193,23451
11193,10286
11193,10285
11193,10283
11193,23450
11193,5441
11193,2963
11193,10594
11193,54921
11193,55660
11193,1660
11193,988
11193,220988
11193,57466
11193,6596
11193,9092
11193,51692
11193,8683
11193,51690
11193,51691
11193,10236
11193,22916
11193,2547
11193,10978
11193,4809
11193,5093
11193,9785
11193,25804
11193,7536
11193,6877
11193,1654
11193,1655
11193,10713
11193,5430
11193,5431
11193,10421
11193,1665
11193,6426
11193,6427
11193,342184
11193,8896
11193,6428
11193,6429
11193,9410
11193,10907
11193,23067
11193,9416
11193,5546
11193,26986
11193,51585
11193,11017
11193,23658
11193,9128
11193,9129
11193,10657
11193,54883
11193,6631
11193,3312
11193,9879
11193,10250
11193,5432
11193,5433
11193,11157
11193,84950
11193,5436
11193,5437
11193,5434
11193,5435
11193,51639
11193,5438
11193,5439
11193,10992
11193,29894
11193,84844
11193,11325
11193,57794
11193,3178
11193,53981
11193,6421
11193,4686
11193,1993
11193,1994
11193,4076
11193,51645
11193,10921
11193,51729
11193,27339
11193,27336
11193,27238
11193,9343
11193,8175
11193,6629
11193,9184
11193,8106
11193,6628
11193,6627
11193,6626
11193,10523
11193,6625
11193,27316
11193,2130
11193,5725
11193,3185
11193,3187
11193,3181
11193,3188
11193,1477
11193,10262
11193,5356
11193,6638
11193,10465
11193,23350
11193,22827
11193,22826
11193,6633
11193,6632
11193,6635
11193,6634
11193,6637
11193,6636
11193,57703
11193,9295
11193,56949
11193,5440
11193,10949
11193,3192
11193,3191
11193,3190
11193,23020
11193,1478
11193,1479
11193,10946
54726,3611
54726,862
54726,2717
54726,126638
54726,9128
54726,2869
54726,8239
54726,139562
54726,57097
54726,11340
54726,164684
54726,6925
54726,9140
54726,11221
54726,4340
54726,3337
54726,7846
54726,4942
54726,3856
54726,7514
54726,51068
54726,221120
54726,3891
54726,5966
54726,192669
54726,752
54726,2584
54726,203100
54726,51643
54726,3884
54726,9520
54726,388951
54726,22909
54726,93492
54726,23543
54726,10243
54726,9027
54726,8353
54726,7123
54726,7874
54726,26468
54726,3881
54726,1828
54726,2318
54726,121642
54726,7448
54726,7316
54726,149041
54726,54433
54726,9513
54726,80279
54726,3298
11194,2861
11194,10061
11194,55324
11194,81894
11194,486
11194,64241
11194,64240
11194,374383
11194,10125
11194,134285
11194,51312
11194,83440
11194,5350
11194,6510
11194,1902
11194,7155
11194,2564
11194,482
11194,476
11194,26056
11194,6303
11194,84273
11194,752
11194,10058
11194,10347
11194,55334
11194,10544
11194,10161
11194,488
11194,20
11194,483
11194,55907
11194,481
11194,480
11194,56928
11194,81539
11194,6564
11194,154091
11194,5826
11194,5348
11194,6548
11194,54928
11194,6059
11194,477
11194,412
11194,47
11194,92483
11194,478
11194,479
11197,9821
11197,7483
11197,22943
11197,23592
11197,8321
11197,6167
11197,7482
11197,2487
11197,7478
11197,7479
11197,81029
11197,27121
11197,7471
11197,7472
11197,7473
11197,7474
11197,7475
11197,7476
11197,7477
11197,6469
11197,51384
11197,9370
11197,29851
11197,7484
11197,7481
11197,7480
11197,1499
11197,10220
11197,386682
11197,386681
11197,6424
11197,6425
11197,27122
11197,6422
11197,6423
11197,27123
11197,2264
11197,54361
11197,80326
11196,10342
11196,9938
11196,89866
11196,2153
11196,4867
11196,966
11196,9662
11196,6399
11196,7251
11196,10960
11196,6396
11196,9570
11196,254263
11196,55752
11196,10802
